,City,Colors Reported,Shape Reported,State,Time,Date,Location
8110,Kalama,,OTHER,WA,03:30,1995-05-15,"Kalama, WA"
8111,Geneva,,SPHERE,OH,04:00,1995-05-15,"Geneva, OH"
8112,Sage,,FIREBALL,CA,04:30,1995-05-15,"Sage, CA"
8113,Portland,,,OR,10:30,1995-05-15,"Portland, OR"
8114,W. Chicago,,,IL,12:30,1995-05-15,"W. Chicago, IL"
8115,St. Bonifacious,,LIGHT,WI,15:00,1995-05-15,"St. Bonifacious, WI"
8116,N. Seattle,,,WA,16:15,1995-05-15,"N. Seattle, WA"
8117,Claverack,,TRIANGLE,NY,18:00,1995-05-15,"Claverack, NY"
8118,Killawog,,LIGHT,NY,18:30,1995-05-15,"Killawog, NY"
8119,Hillsborough,,,NJ,04:00,1995-05-16,"Hillsborough, NJ"
8120,Lakewood,,FIREBALL,WA,11:00,1995-05-16,"Lakewood, WA"
8121,Lake Oswego,,,OR,22:45,1995-05-16,"Lake Oswego, OR"
8122,Freeport,RED,OTHER,TX,23:00,1995-05-16,"Freeport, TX"
8123,Rochester,,FLASH,NY,21:05,1995-05-17,"Rochester, NY"
8124,Middletown,,,CT,18:30,1995-05-18,"Middletown, CT"
8125,Las Vegas,,,NV,19:30,1995-05-18,"Las Vegas, NV"
8126,W. Salem,,,OR,09:55,1995-05-19,"W. Salem, OR"
8127,Glendale,RED,TRIANGLE,CA,22:00,1995-05-19,"Glendale, CA"
8128,Mt. Jackson,,,VA,22:15,1995-05-19,"Mt. Jackson, VA"
8129,Federal Way,,,WA,22:30,1995-05-19,"Federal Way, WA"
8130,Marietta,,DIAMOND,GA,22:42,1995-05-19,"Marietta, GA"
8131,San Diego,,LIGHT,CA,11:30,1995-05-20,"San Diego, CA"
8132,Kansas City,,TRIANGLE,MO,13:30,1995-05-20,"Kansas City, MO"
8133,Mesquite,,SPHERE,TX,22:00,1995-05-20,"Mesquite, TX"
8134,Charlotte,,LIGHT,NC,23:00,1995-05-20,"Charlotte, NC"
8135,St. Louis,RED GREEN,CIGAR,MO,23:00,1995-05-20,"St. Louis, MO"
8136,Phoenix,,,AZ,19:30,1995-05-21,"Phoenix, AZ"
8137,Woburn,,,MA,21:45,1995-05-21,"Woburn, MA"
8138,Fox Chapel,,,PA,23:20,1995-05-21,"Fox Chapel, PA"
8139,Brawley,,,CA,05:20,1995-05-23,"Brawley, CA"
8140,Kent,,FORMATION,NE,20:00,1995-05-23,"Kent, NE"
8141,Woodland,,,ME,22:50,1995-05-23,"Woodland, ME"
8142,San Luis Obispo,,CIRCLE,CA,03:00,1995-05-24,"San Luis Obispo, CA"
8143,East Aurora,,,IL,21:00,1995-05-24,"East Aurora, IL"
8144,Jeannette,,,PA,22:15,1995-05-24,"Jeannette, PA"
8145,Brentwood,,,TN,22:35,1995-05-24,"Brentwood, TN"
8146,Pueblo,,,CO,00:00,1995-05-25,"Pueblo, CO"
8147,Silverdale,,,WA,00:00,1995-05-25,"Silverdale, WA"
8148,Shalimar,,TEARDROP,FL,15:00,1995-05-25,"Shalimar, FL"
8149,Rochester Hills,,TRIANGLE,MI,01:00,1995-05-26,"Rochester Hills, MI"
8150,Rochester Hills,,TRIANGLE,MI,18:00,1995-05-26,"Rochester Hills, MI"
8151,Vinton,,,LA,22:45,1995-05-26,"Vinton, LA"
8152,Arlington,,,WA,00:30,1995-05-27,"Arlington, WA"
8153,Tacoma,,,WA,00:54,1995-05-27,"Tacoma, WA"
8154,Hialeah,,,FL,02:00,1995-05-27,"Hialeah, FL"
8155,Southside,,CIRCLE,AL,17:30,1995-05-27,"Southside, AL"
8156,St. Louis,,,MO,00:00,1995-05-28,"St. Louis, MO"
8157,Deming,,,NM,16:00,1995-05-28,"Deming, NM"
8158,Bellevue,BLUE,,WA,23:35,1995-05-28,"Bellevue, WA"
8159,Eagle Creek,,,OR,23:35,1995-05-28,"Eagle Creek, OR"
8160,Shelton,,,WA,23:35,1995-05-28,"Shelton, WA"
8161,Fairfield,BLUE,,CA,02:04,1995-05-29,"Fairfield, CA"
8162,Jamestown,BLUE,,CA,02:30,1995-05-29,"Jamestown, CA"
8163,Auburn,,,WA,04:00,1995-05-29,"Auburn, WA"
8164,Byron,,,MN,04:45,1995-05-30,"Byron, MN"
8165,Loveland,,OTHER,CO,18:00,1995-05-31,"Loveland, CO"
8166,Colorado Springs,RED,LIGHT,CO,01:00,1995-06-01,"Colorado Springs, CO"
8167,Colorado Springs,RED,LIGHT,CO,01:00,1995-06-01,"Colorado Springs, CO"
8168,North Manitou Island Lake,,,MI,01:30,1995-06-01,"North Manitou Island Lake, MI"
8169,Culpeper,,,VA,02:00,1995-06-01,"Culpeper, VA"
8170,Mt. Springs,,CIGAR,TX,02:00,1995-06-01,"Mt. Springs, TX"
8171,Wilton,,LIGHT,NY,02:00,1995-06-01,"Wilton, NY"
8172,Carson City,,,NV,04:00,1995-06-01,"Carson City, NV"
8173,Los Angeles,,CIRCLE,CA,12:00,1995-06-01,"Los Angeles, CA"
8174,Mesa,,OTHER,AZ,12:00,1995-06-01,"Mesa, AZ"
8175,Ravenna,,TRIANGLE,OH,12:00,1995-06-01,"Ravenna, OH"
8176,Craig,,VARIOUS,CO,13:00,1995-06-01,"Craig, CO"
8177,Los Angeles,,FORMATION,CA,13:00,1995-06-01,"Los Angeles, CA"
8178,Durham,,CIRCLE,NC,15:00,1995-06-01,"Durham, NC"
8179,Saint Petersburg,,SPHERE,FL,16:20,1995-06-01,"Saint Petersburg, FL"
8180,Mesa,,OVAL,AZ,18:00,1995-06-01,"Mesa, AZ"
8181,Clarksville,,FORMATION,TN,19:00,1995-06-01,"Clarksville, TN"
8182,Ferndale,BLUE,LIGHT,WA,19:00,1995-06-01,"Ferndale, WA"
8183,Madras,,OTHER,OR,20:00,1995-06-01,"Madras, OR"
8184,Methuen,YELLOW,OVAL,MA,20:00,1995-06-01,"Methuen, MA"
8185,Warren,BLUE,TRIANGLE,OH,20:00,1995-06-01,"Warren, OH"
8186,Austin,GREEN,LIGHT,TX,21:00,1995-06-01,"Austin, TX"
8187,Homestead,,TRIANGLE,FL,21:00,1995-06-01,"Homestead, FL"
8188,Kingsford,,DISK,WI,21:00,1995-06-01,"Kingsford, WI"
8189,Mercer Island,,TRIANGLE,WA,21:00,1995-06-01,"Mercer Island, WA"
8190,New Hampshire,,LIGHT,NH,21:00,1995-06-01,"New Hampshire, NH"
8191,Pensacola,,FLASH,FL,21:00,1995-06-01,"Pensacola, FL"
8192,Kingsville,,OTHER,OH,22:00,1995-06-01,"Kingsville, OH"
8193,Roebling,,LIGHT,NJ,22:00,1995-06-01,"Roebling, NJ"
8194,Benton City,,,WA,22:30,1995-06-01,"Benton City, WA"
8195,Supply,,,NC,22:30,1995-06-01,"Supply, NC"
8196,Angels Camp,,LIGHT,CA,23:00,1995-06-01,"Angels Camp, CA"
8197,Murphuys,,,CA,23:00,1995-06-01,"Murphuys, CA"
8198,Provincetown,,,MA,23:00,1995-06-01,"Provincetown, MA"
8199,Mebane,,TRIANGLE,NC,23:30,1995-06-01,"Mebane, NC"
8200,Wailuku,,FIREBALL,HI,23:45,1995-06-01,"Wailuku, HI"
8201,Hillsboro,,,OR,20:12,1995-06-02,"Hillsboro, OR"
8202,Gardendale,,,LA,03:00,1995-06-03,"Gardendale, LA"
8203,Syracuse,,FORMATION,NY,13:00,1995-06-03,"Syracuse, NY"
8204,Marysville,,,WA,22:12,1995-06-03,"Marysville, WA"
8205,Olympia,,,WA,23:30,1995-06-03,"Olympia, WA"
8206,Goldsboro,,,NC,23:53,1995-06-03,"Goldsboro, NC"
8207,Addison,RED,,TX,00:00,1995-06-04,"Addison, TX"
8208,Aurora,,TRIANGLE,IL,20:00,1995-06-05,"Aurora, IL"
8209,Dallas,,LIGHT,TX,01:00,1995-06-06,"Dallas, TX"
8210,Kentwood,,CIRCLE,MI,16:00,1995-06-06,"Kentwood, MI"
8211,Kentwood,,SPHERE,MI,16:00,1995-06-06,"Kentwood, MI"
8212,Golden,,OTHER,CO,18:00,1995-06-06,"Golden, CO"
8213,Albany,,OTHER,NY,21:00,1995-06-06,"Albany, NY"
8214,Oroville,,,CA,21:45,1995-06-06,"Oroville, CA"
8215,Albany,,,CA,21:00,1995-06-07,"Albany, CA"
8216,Fresno,,,CA,23:45,1995-06-08,"Fresno, CA"
8217,Fontana,ORANGE,,CA,00:10,1995-06-09,"Fontana, CA"
8218,Arlington,GREEN,,WA,21:53,1995-06-09,"Arlington, WA"
8219,El Paso,,,TX,18:00,1995-06-10,"El Paso, TX"
8220,Crescent City,RED BLUE,OVAL,CA,23:00,1995-06-10,"Crescent City, CA"
8221,New York,BLUE,TRIANGLE,NY,23:00,1995-06-10,"New York, NY"
8222,Glade Spring,GREEN,,VA,23:20,1995-06-10,"Glade Spring, VA"
8223,Cleburne,,,TX,00:00,1995-06-11,"Cleburne, TX"
8224,Seattle,,,WA,00:00,1995-06-11,"Seattle, WA"
8225,Sharon,,,MA,00:00,1995-06-11,"Sharon, MA"
8226,Tacoma,,,WA,17:15,1995-06-11,"Tacoma, WA"
8227,Modesto,,,CA,19:20,1995-06-11,"Modesto, CA"
8228,Farmington,,,UT,19:30,1995-06-11,"Farmington, UT"
8229,Ogden,,,UT,19:30,1995-06-11,"Ogden, UT"
8230,Fairfield,,,CA,22:00,1995-06-11,"Fairfield, CA"
8231,Downey,,,CA,23:00,1995-06-11,"Downey, CA"
8232,Puyallup,,,WA,23:50,1995-06-11,"Puyallup, WA"
8233,Wichita,,,KS,00:00,1995-06-12,"Wichita, KS"
8234,San Francisco,,,CA,00:15,1995-06-12,"San Francisco, CA"
8235,Drain,,CIRCLE,OR,23:00,1995-06-12,"Drain, OR"
8236,Fort Wayne,,,IN,23:26,1995-06-12,"Fort Wayne, IN"
8237,Long Valley,,DISK,NJ,11:00,1995-06-13,"Long Valley, NJ"
8238,Sequim,,OVAL,WA,14:00,1995-06-13,"Sequim, WA"
8239,Omaha,,DISK,NE,18:00,1995-06-13,"Omaha, NE"
8240,Tulare,RED,,CA,21:25,1995-06-13,"Tulare, CA"
8241,Ann Arbor,,,MI,01:35,1995-06-14,"Ann Arbor, MI"
8242,Miami,,,FL,21:40,1995-06-14,"Miami, FL"
8243,Lakewood,RED,DISK,CA,00:00,1995-06-15,"Lakewood, CA"
8244,Bridgeport,ORANGE YELLOW,CIRCLE,CT,02:00,1995-06-15,"Bridgeport, CT"
8245,Cameron,,,LA,02:00,1995-06-15,"Cameron, LA"
8246,Leveland,,FIREBALL,TX,02:00,1995-06-15,"Leveland, TX"
8247,Washington,RED,,UT,02:00,1995-06-15,"Washington, UT"
8248,Thomson,,OVAL,GA,11:30,1995-06-15,"Thomson, GA"
8249,Grand Rapids,,DISK,MI,15:00,1995-06-15,"Grand Rapids, MI"
8250,Fort Bliss,BLUE,CIRCLE,TX,18:00,1995-06-15,"Fort Bliss, TX"
8251,Orange,,OVAL,CA,18:00,1995-06-15,"Orange, CA"
8252,Calipatria,,CIRCLE,CA,19:00,1995-06-15,"Calipatria, CA"
8253,Albuquerque,BLUE,DISK,NM,19:30,1995-06-15,"Albuquerque, NM"
8254,Pennsylvania,,SPHERE,PA,19:55,1995-06-15,"Pennsylvania, PA"
8255,Hesperia,GREEN,LIGHT,CA,20:00,1995-06-15,"Hesperia, CA"
8256,Kapaau,BLUE,TEARDROP,HI,20:00,1995-06-15,"Kapaau, HI"
8257,Long Beach,,CHEVRON,CA,20:30,1995-06-15,"Long Beach, CA"
8258,Glendale,,FIREBALL,AZ,21:00,1995-06-15,"Glendale, AZ"
8259,Malvern,,TRIANGLE,PA,21:00,1995-06-15,"Malvern, PA"
8260,Miami,,LIGHT,FL,21:00,1995-06-15,"Miami, FL"
8261,St. Louis,,TRIANGLE,MO,22:00,1995-06-15,"St. Louis, MO"
8262,Roy,,SPHERE,WA,22:20,1995-06-15,"Roy, WA"
8263,Pawleys Island,,,SC,23:00,1995-06-15,"Pawleys Island, SC"
8264,Freeport,,,FL,00:00,1995-06-16,"Freeport, FL"
8265,Toledo,,,OH,00:00,1995-06-17,"Toledo, OH"
8266,Croton Falls,,OVAL,NY,00:35,1995-06-18,"Croton Falls, NY"
8267,Fall River,,,MA,21:45,1995-06-18,"Fall River, MA"
8268,Las Vegas,GREEN,SPHERE,NV,02:30,1995-06-19,"Las Vegas, NV"
8269,Adair County,,,IA,22:00,1995-06-19,"Adair County, IA"
8270,Belle Plaine,,TRIANGLE,KS,22:00,1995-06-19,"Belle Plaine, KS"
8271,Cottonwood,YELLOW,,CA,23:45,1995-06-19,"Cottonwood, CA"
8272,Howell,,OVAL,NJ,02:00,1995-06-20,"Howell, NJ"
8273,Multi,,VARIOUS,OH,02:00,1995-06-20,"Multi, OH"
8274,Commerce,,CIRCLE,TX,09:30,1995-06-20,"Commerce, TX"
8275,Mascoutah,,SPHERE,IL,14:00,1995-06-20,"Mascoutah, IL"
8276,Hewitt,,CIGAR,TX,18:00,1995-06-20,"Hewitt, TX"
8277,Winchester,,CIRCLE,WI,23:00,1995-06-20,"Winchester, WI"
8278,Cameron,,,MO,00:56,1995-06-21,"Cameron, MO"
8279,Oregon City,,,OR,21:30,1995-06-21,"Oregon City, OR"
8280,Chelsea,,LIGHT,MA,00:00,1995-06-22,"Chelsea, MA"
8281,Salem,,RECTANGLE,OH,02:00,1995-06-22,"Salem, OH"
8282,Raton,,,NM,13:30,1995-06-22,"Raton, NM"
8283,Amarillo,,TRIANGLE,TX,15:00,1995-06-22,"Amarillo, TX"
8284,Monroe,,,WA,00:01,1995-06-23,"Monroe, WA"
8285,Austin,,DISK,NV,03:00,1995-06-23,"Austin, NV"
8286,Austin,ORANGE,DISK,NV,03:00,1995-06-23,"Austin, NV"
8287,Buena Park,,LIGHT,CA,22:30,1995-06-23,"Buena Park, CA"
8288,Kirkland,,,WA,00:10,1995-06-24,"Kirkland, WA"
8289,Los Angeles County,,TRIANGLE,CA,00:30,1995-06-24,"Los Angeles County, CA"
8290,Snoqualmie,BLUE,,WA,14:30,1995-06-24,"Snoqualmie, WA"
8291,Florence,,,AL,21:52,1995-06-24,"Florence, AL"
8292,Farmingdale,,,NY,22:30,1995-06-24,"Farmingdale, NY"
8293,Sibley County,,,MN,22:45,1995-06-24,"Sibley County, MN"
8294,Portland,,,OR,00:00,1995-06-25,"Portland, OR"
8295,Mojave Desert,,DISK,CA,09:00,1995-06-25,"Mojave Desert, CA"
8296,Tumwater,,,WA,16:22,1995-06-25,"Tumwater, WA"
8297,Batesburg,,,SC,19:00,1995-06-25,"Batesburg, SC"
8298,Sioux Falls,RED,,SD,22:45,1995-06-25,"Sioux Falls, SD"
8299,Cherry Hill,,,NJ,12:00,1995-06-27,"Cherry Hill, NJ"
8300,Endicott,,,NY,21:30,1995-06-27,"Endicott, NY"
8301,Portland,,VARIOUS,ME,21:00,1995-06-28,"Portland, ME"
8302,New Providence,,,NJ,21:45,1995-06-28,"New Providence, NJ"
8303,Irving,,,TX,22:20,1995-06-28,"Irving, TX"
8304,Tacoma,,,WA,22:25,1995-06-28,"Tacoma, WA"
8305,Lisbon,,,ME,23:00,1995-06-28,"Lisbon, ME"
8306,Klamath Falls,,,OR,00:00,1995-06-29,"Klamath Falls, OR"
8307,Mankato,,OTHER,MN,22:45,1995-06-29,"Mankato, MN"
8308,Port Angeles,,,WA,00:00,1995-06-30,"Port Angeles, WA"
8309,Canton,,,OH,02:00,1995-06-30,"Canton, OH"
8310,Northport,,LIGHT,NY,10:00,1995-06-30,"Northport, NY"
8311,Gold Point,,CIGAR,NV,12:00,1995-06-30,"Gold Point, NV"
8312,Grass Valley,,CIRCLE,CA,13:00,1995-06-30,"Grass Valley, CA"
8313,Medford,,DISK,OR,15:00,1995-06-30,"Medford, OR"
8314,Corpus Christi,,CIRCLE,TX,18:00,1995-06-30,"Corpus Christi, TX"
8315,Olathe,,,KS,19:20,1995-06-30,"Olathe, KS"
8316,Portland,,FORMATION,ME,22:00,1995-06-30,"Portland, ME"
8317,Rockwood,,VARIOUS,MI,22:00,1995-06-30,"Rockwood, MI"
8318,Longbranch,,LIGHT,WA,00:00,1995-07-01,"Longbranch, WA"
8319,New York City,,CIRCLE,NY,00:00,1995-07-01,"New York City, NY"
8320,Farmington,GREEN,CONE,NM,01:00,1995-07-01,"Farmington, NM"
8321,Mesa,,,AZ,02:00,1995-07-01,"Mesa, AZ"
8322,Myrtle Beach,,LIGHT,SC,03:15,1995-07-01,"Myrtle Beach, SC"
8323,Bellevue,,,NE,04:30,1995-07-01,"Bellevue, NE"
8324,Greenville,,OVAL,SC,05:45,1995-07-01,"Greenville, SC"
8325,Kittanning,,CIRCLE,PA,09:00,1995-07-01,"Kittanning, PA"
8326,Wedowee,,SPHERE,AL,19:00,1995-07-01,"Wedowee, AL"
8327,Seymour,,OTHER,IN,21:00,1995-07-01,"Seymour, IN"
8328,Broughtontown,,SPHERE,KY,22:00,1995-07-01,"Broughtontown, KY"
8329,Neenah,,TRIANGLE,WI,22:00,1995-07-01,"Neenah, WI"
8330,Ocean Shores,,,WA,22:30,1995-07-01,"Ocean Shores, WA"
8331,Wenksville,,LIGHT,PA,23:00,1995-07-01,"Wenksville, PA"
8332,Pendleton,,OTHER,NY,13:30,1995-07-02,"Pendleton, NY"
8333,Winnemucca,RED,,NV,23:15,1995-07-02,"Winnemucca, NV"
8334,Glendale,RED,,AZ,00:30,1995-07-03,"Glendale, AZ"
8335,Inspiration Pt.,,,CA,10:30,1995-07-03,"Inspiration Pt., CA"
8336,Bremerton,RED,LIGHT,WA,00:00,1995-07-04,"Bremerton, WA"
8337,San Antonio,YELLOW,LIGHT,TX,00:00,1995-07-04,"San Antonio, TX"
8338,Lakeport,,LIGHT,CA,18:00,1995-07-04,"Lakeport, CA"
8339,Woodlake,RED GREEN,CYLINDER,CA,20:50,1995-07-04,"Woodlake, CA"
8340,Orlando,YELLOW,,FL,21:30,1995-07-04,"Orlando, FL"
8341,Tacoma,RED,CIRCLE,WA,22:00,1995-07-04,"Tacoma, WA"
8342,New Port Richey,,TRIANGLE,FL,23:00,1995-07-04,"New Port Richey, FL"
8343,West Milford,,TRIANGLE,NJ,01:30,1995-07-07,"West Milford, NJ"
8344,Murfreesboro,,OVAL,TN,21:30,1995-07-07,"Murfreesboro, TN"
8345,Aurora,,,IL,23:59,1995-07-07,"Aurora, IL"
8346,Ravenna,,,OH,23:00,1995-07-08,"Ravenna, OH"
8347,Mojave Desert,,OTHER,CA,12:00,1995-07-09,"Mojave Desert, CA"
8348,Versailles,,,MO,23:00,1995-07-09,"Versailles, MO"
8349,Versailles,,,MO,23:00,1995-07-09,"Versailles, MO"
8350,Bonanza,YELLOW,,OR,21:50,1995-07-10,"Bonanza, OR"
8351,Fircrest,,,WA,22:30,1995-07-11,"Fircrest, WA"
8352,Salt Lake City,,DISK,UT,04:00,1995-07-12,"Salt Lake City, UT"
8353,Necedah,,LIGHT,WI,15:00,1995-07-12,"Necedah, WI"
8354,Olivet,,DISK,MI,14:00,1995-07-14,"Olivet, MI"
8355,Lake Havasu City,,LIGHT,AZ,19:00,1995-07-14,"Lake Havasu City, AZ"
8356,Seattle,,,WA,22:10,1995-07-14,"Seattle, WA"
8357,Abilene,,SPHERE,TX,00:00,1995-07-15,"Abilene, TX"
8358,Hesperia,ORANGE,FIREBALL,CA,00:00,1995-07-15,"Hesperia, CA"
8359,Massachussetts Highway rest stop,,CIRCLE,MA,00:00,1995-07-15,"Massachussetts Highway rest stop, MA"
8360,Steelville,,CONE,MO,01:00,1995-07-15,"Steelville, MO"
8361,Buena Park,,LIGHT,CA,01:30,1995-07-15,"Buena Park, CA"
8362,Arkadelphia,,SPHERE,TX,02:00,1995-07-15,"Arkadelphia, TX"
8363,Acworth,,CIRCLE,GA,05:30,1995-07-15,"Acworth, GA"
8364,Auburn,,,WA,07:10,1995-07-15,"Auburn, WA"
8365,Illinois,,TRIANGLE,WI,12:00,1995-07-15,"Illinois, WI"
8366,Seattle,,,WA,15:20,1995-07-15,"Seattle, WA"
8367,Seattle,GREEN,,WA,15:20,1995-07-15,"Seattle, WA"
8368,Spokane,,DISK,WA,19:00,1995-07-15,"Spokane, WA"
8369,Penrose,,LIGHT,CO,19:30,1995-07-15,"Penrose, CO"
8370,Salem,YELLOW,EGG,NH,20:00,1995-07-15,"Salem, NH"
8371,Urbana,,CIRCLE,OH,20:00,1995-07-15,"Urbana, OH"
8372,Brooklyn,,CIGAR,OH,21:00,1995-07-15,"Brooklyn, OH"
8373,Kensington,RED,LIGHT,CT,21:00,1995-07-15,"Kensington, CT"
8374,Methuen,YELLOW,OVAL,MA,21:00,1995-07-15,"Methuen, MA"
8375,East Tacoma,,DISK,WA,21:30,1995-07-15,"East Tacoma, WA"
8376,Santa Ana,,OTHER,CA,22:00,1995-07-15,"Santa Ana, CA"
8377,South Prarie,,FIREBALL,WA,22:30,1995-07-15,"South Prarie, WA"
8378,Norman,,SPHERE,OK,23:00,1995-07-15,"Norman, OK"
8379,Carthage,,LIGHT,IL,23:30,1995-07-15,"Carthage, IL"
8380,Edmonds,,LIGHT,WA,23:49,1995-07-15,"Edmonds, WA"
8381,Santa Ana,,,CA,01:40,1995-07-16,"Santa Ana, CA"
8382,Macon,,,GA,12:15,1995-07-16,"Macon, GA"
8383,Cherry Hill,,,NJ,15:00,1995-07-16,"Cherry Hill, NJ"
8384,Ringgold,,TRIANGLE,GA,20:00,1995-07-16,"Ringgold, GA"
8385,Boone,RED,OVAL,NC,21:30,1995-07-16,"Boone, NC"
8386,Holland County,,VARIOUS,AR,01:30,1995-07-17,"Holland County, AR"
8387,Fort Worth,,SPHERE,TX,23:00,1995-07-18,"Fort Worth, TX"
8388,Birmingham,,,AL,00:30,1995-07-19,"Birmingham, AL"
8389,Sacramento,BLUE,,CA,01:30,1995-07-19,"Sacramento, CA"
8390,Clinton Township,,OVAL,MI,21:00,1995-07-19,"Clinton Township, MI"
8391,Pacific,,,WA,22:40,1995-07-19,"Pacific, WA"
8392,Henry,,LIGHT,TN,02:00,1995-07-20,"Henry, TN"
8393,Port Orchard,,,WA,02:15,1995-07-20,"Port Orchard, WA"
8394,Atlanta,,CIRCLE,GA,12:30,1995-07-20,"Atlanta, GA"
8395,Mandan,,OTHER,ND,16:00,1995-07-20,"Mandan, ND"
8396,Vista,,,CA,21:32,1995-07-20,"Vista, CA"
8397,Arlington,,FORMATION,MA,22:00,1995-07-20,"Arlington, MA"
8398,Renton,,,WA,22:25,1995-07-20,"Renton, WA"
8399,Bellevue,,,WA,23:00,1995-07-20,"Bellevue, WA"
8400,Philadelphia,RED,LIGHT,PA,23:15,1995-07-21,"Philadelphia, PA"
8401,Santa Clara,,,CA,10:30,1995-07-22,"Santa Clara, CA"
8402,Redding,,,CA,20:00,1995-07-22,"Redding, CA"
8403,Springfield,,,IL,20:00,1995-07-22,"Springfield, IL"
8404,Snake River,,,ID,23:00,1995-07-23,"Snake River, ID"
8405,Olympia,,,WA,03:00,1995-07-24,"Olympia, WA"
8406,Tooele,,,UT,21:00,1995-07-24,"Tooele, UT"
8407,Arlington,,,IL,22:30,1995-07-24,"Arlington, IL"
8408,Ocate,,LIGHT,NM,09:35,1995-07-25,"Ocate, NM"
8409,West Seattle,,,WA,15:00,1995-07-25,"West Seattle, WA"
8410,Chula Vista,,CIRCLE,CA,19:00,1995-07-25,"Chula Vista, CA"
8411,Marion,,,SD,20:30,1995-07-25,"Marion, SD"
8412,Mason City,,,IA,22:30,1995-07-26,"Mason City, IA"
8413,Belleville,,,IL,01:00,1995-07-27,"Belleville, IL"
8414,Buffalo,,DISK,NY,03:00,1995-07-27,"Buffalo, NY"
8415,Beaverton,,,OR,13:52,1995-07-27,"Beaverton, OR"
8416,Riverside,,,CA,21:30,1995-07-27,"Riverside, CA"
8417,Rochester,RED GREEN,,NY,23:20,1995-07-27,"Rochester, NY"
8418,Bakersfield,,,CA,00:01,1995-07-28,"Bakersfield, CA"
8419,Belmont,,,CA,00:10,1995-07-28,"Belmont, CA"
8420,Folsom,,,CA,00:15,1995-07-28,"Folsom, CA"
8421,Seattle,,,WA,03:45,1995-07-28,"Seattle, WA"
8422,Racine,,,WI,14:00,1995-07-28,"Racine, WI"
8423,Wauwatosa,BLUE,SPHERE,WI,15:15,1995-07-28,"Wauwatosa, WI"
8424,Clarksville,RED,,VA,23:10,1995-07-28,"Clarksville, VA"
8425,Parshallville,,,MI,02:00,1995-07-29,"Parshallville, MI"
8426,Puyallup,,,WA,13:52,1995-07-29,"Puyallup, WA"
8427,Culver City,,,CA,22:30,1995-07-29,"Culver City, CA"
8428,Portland,,,OR,22:30,1995-07-29,"Portland, OR"
8429,San Fernando,,,CA,00:10,1995-07-30,"San Fernando, CA"
8430,Bolivia,,,NC,01:06,1995-07-30,"Bolivia, NC"
8431,Baltimore,,,MD,22:00,1995-07-30,"Baltimore, MD"
8432,Chippewa Falls,,CIRCLE,WI,22:00,1995-07-30,"Chippewa Falls, WI"
8433,Newtown,,,CT,22:00,1995-07-30,"Newtown, CT"
8434,Highpoint,,,NC,22:05,1995-07-30,"Highpoint, NC"
8435,San Fernando,BLUE,,CA,22:45,1995-07-30,"San Fernando, CA"
8436,Trenton,,,NJ,00:00,1995-07-31,"Trenton, NJ"
8437,Sarasota,,,FL,21:30,1995-07-31,"Sarasota, FL"
8438,Morris Plains,,,NJ,23:45,1995-07-31,"Morris Plains, NJ"
8439,London,,TEARDROP,OH,00:00,1995-08-01,"London, OH"
8440,Van Nuys,,VARIOUS,CA,01:45,1995-08-01,"Van Nuys, CA"
8441,South East Merced,,DIAMOND,CA,14:00,1995-08-01,"South East Merced, CA"
8442,Las Vegas,,FLASH,NV,18:00,1995-08-01,"Las Vegas, NV"
8443,Jack Fork Mountains,,LIGHT,OK,21:45,1995-08-01,"Jack Fork Mountains, OK"
8444,Pflugerville,,SPHERE,TX,22:00,1995-08-01,"Pflugerville, TX"
8445,Tacoma,,,WA,22:10,1995-08-01,"Tacoma, WA"
8446,Seattle,,,WA,22:45,1995-08-01,"Seattle, WA"
8447,South Beach,,TRIANGLE,FL,23:00,1995-08-01,"South Beach, FL"
8448,Stanwood,,,WA,13:30,1995-08-02,"Stanwood, WA"
8449,Deming,,,NM,19:34,1995-08-02,"Deming, NM"
8450,Lynnwood,BLUE,,WA,22:35,1995-08-02,"Lynnwood, WA"
8451,Aurora,,,CO,23:00,1995-08-03,"Aurora, CO"
8452,Hazel Dell,,,WA,01:00,1995-08-04,"Hazel Dell, WA"
8453,Bellevue,,,WA,01:15,1995-08-04,"Bellevue, WA"
8454,Lynnwood,,,WA,02:05,1995-08-04,"Lynnwood, WA"
8455,Vancouver,,,WA,02:40,1995-08-04,"Vancouver, WA"
8456,Shelton,,,WA,20:00,1995-08-04,"Shelton, WA"
8457,Nashua,,RECTANGLE,NH,21:30,1995-08-04,"Nashua, NH"
8458,Sacramento,,,CA,21:35,1995-08-04,"Sacramento, CA"
8459,Crescent Lake,YELLOW,,WA,22:30,1995-08-04,"Crescent Lake, WA"
8460,Santa Rosa,,,CA,23:00,1995-08-04,"Santa Rosa, CA"
8461,Bothell,,,WA,23:15,1995-08-04,"Bothell, WA"
8462,Richmond,,OTHER,KY,01:05,1995-08-05,"Richmond, KY"
8463,Santee,,LIGHT,CA,18:37,1995-08-05,"Santee, CA"
8464,Woodland,,,WA,21:30,1995-08-05,"Woodland, WA"
8465,Phillips,RED,,WI,22:00,1995-08-05,"Phillips, WI"
8466,Woodland,,,WA,23:15,1995-08-05,"Woodland, WA"
8467,Redwood,,,CA,00:00,1995-08-06,"Redwood, CA"
8468,Lacey,,,WA,04:00,1995-08-06,"Lacey, WA"
8469,Bakersfield,RED GREEN,,CA,18:45,1995-08-06,"Bakersfield, CA"
